,date,title,stock,sentiment,probability_sentiment
76,2020-03-26,"The Daily Biotech Pulse: FDA Nod For Bristol-Myers Squibb, Xencor Licenses Tech To Vir For COVID-19 Treatment, Delay In Pfizer's Upjohn-Mylan Merger",BMY,negative,0.49451130628585815
77,2020-03-26,Bristol-Myers Reports FDA Approval For ZEPOSIA 0.92 mg For Treatment Of Adults With Relapsing Forms Of Multiple Sclerosis,BMY,positive,0.928618848323822
78,2020-03-26,'Bristol-Myers Zeposia appears to be approved. Drug is listed on Bristol's website. Here is the label: https://packageinserts.bms.com/pi/pi_zeposia.pdf' -Tweet From STAT News' Adam Feuerstein,BMY,neutral,0.9124269485473633
79,2020-03-25,Bristol-Myers Says No Sites For New Studies Will Be Initiated Or Activated Until Apr. 13,BMY,neutral,0.9418155550956726
80,2020-03-25,"UPDATE: BeiGene Sees Disruption In ABRAXANE Supply In China, Is Working With Partner Bristol Myers To Restore Supply As Soon As Possible",BMY,negative,0.7976685762405396
81,2020-03-25,"BeiGene Reports China National Medical Products Admin. Suspended Import, Sale, Use Of ABRAXANE Supply In China, Suspension Based On 'inspection findings at Bristol Myers contract manufacturing facility in the United States'",BMY,negative,0.5311108827590942
82,2020-03-25,Infinity Receives Fast Track Designation For IPI-549 In Combination With The Checkpoint Inhibitor Opdivo For The Treatment Of Advanced Urothelial Cancer,BMY,positive,0.9179600477218628
83,2020-03-25,"The Daily Biotech Pulse: T2 Biosystems Licenses COVID-19 Test, Immuron CEO Steps Down",BMY,neutral,0.515628457069397
84,2020-03-24,"Shares of several healthcare companies are trading higher as equities gain amid hopes of a US stimulus agreement. Additionally, the coronavirus outbreak has increased demand for certain medical supplies.",BMY,positive,0.9349825978279114
85,2020-03-23,Shares of several healthcare companies are trading lower amid market volatility. Sunday's fiscal stimulus bill failed a procedural senate vote while the Fed Monday morning announced further stimulus measures to support liquidity.,BMY,negative,0.9696812629699707
86,2020-03-23,"Bristol-Myers Reports Will Not Initiate New Clinical Trial Studies Until Apr. 13, 2020",BMY,neutral,0.9400277137756348
87,2020-03-23,"Societe Generale Downgrades Bristol-Myers Squibb to Hold, Announces $50 Price Target",BMY,neutral,0.5145886540412903
88,2020-03-23,"The Week Ahead In Biotech: Bristol-Myers, Rockwell Medical Await FDA Decisions, COVID-19 Updates In Focus",BMY,neutral,0.9420710802078247
89,2020-03-16,Shares of several healthcare companies are trading lower in sympathy with the overall market on continued downward momentum caused by the coronavirus. The virus has had a negative impact on the global economy.,BMY,negative,0.9730124473571777
90,2020-03-16,"The Week Ahead In Biotech: COVID-19 Updates, Tapering Earnings Flow, Eton's Seizure Drug Review",BMY,negative,0.5608173608779907
91,2020-03-16,"Barron's Picks And Pans: Roundtable Picks, Airline And Oil Stocks, And More",BMY,neutral,0.9352402091026306
92,2020-03-12,Shares of several healthcare companies are trading lower as equities sell off amid continued global coronavirus concerns. The virus has caused global economic disruption and negatively impacted stocks across sectors.,BMY,negative,0.9731509685516357
93,2020-03-11,"The Daily Biotech Pulse: NY State Endorses Mallinckrodt's Opioid Settlement, Kamada To Work On COVID-19 Treatment",BMY,neutral,0.5341331958770752
94,2020-03-11,FDA Approves Opdivo + Yervoy For Patients With Hepatocellular Carcinoma Previously Treated With Sorafenib,BMY,positive,0.7512688636779785
95,2020-03-10,"The Daily Biotech Pulse: Mesoblast To Test Candidate On Coronavirus Symptoms, Proxy Battle Ahead For Rockwell Medical, Glaukos to Join S&P SmallCap 600 Index",BMY,neutral,0.7940253615379333
96,2020-03-09,52 Healthcare Stocks Moving In Monday's Pre-Market Session,BMY,neutral,0.8271927237510681
97,2020-03-09,Bristol Myers' Phase 3 Trial of Empliciti in Untreated Multiple Myeloma Did Not Meet its Primary Endpoint,BMY,negative,0.7951752543449402
98,2020-03-09,"The Week Ahead In Biotech (March 8-14): Bristol-Myers Awaits FDA Nod For Liver Cancer Combo Therapy, Earnings Flow Continues",BMY,neutral,0.7465099096298218
99,2020-03-04,Shares of several drugmakers and healthcare companies are trading higher following US Super Tuesday results in which Joe Biden won the highest number of delegates. Biden's more 'moderate' healthcare policies have been seen as more favorable for the sector.,BMY,positive,0.9532510042190552
100,2020-03-04,"Voluntis, Bristol-Myers Report Will Co-Develop Digital Therapeutics For Oncology",BMY,neutral,0.747702419757843
101,2020-03-03,Attention Biotech Investors: Mark Your Calendar For These March PDUFA Dates,BMY,neutral,0.9484186172485352
102,2020-03-02,Heat Biologics Rallies On Provisional Coronavirus Patent Application,BMY,neutral,0.8847364187240601
103,2020-02-28,"EMA Says Bristol-Myer's Application For Use Of Opdivo, Yervoy To Treat Metastatic Non-Small Cell Lung Cancer Was Withdrawn",BMY,neutral,0.6741170287132263
104,2020-02-27,"Benzinga's Top Upgrades, Downgrades For February 27, 2020",BMY,negative,0.66656094789505
105,2020-02-27,"Barclays Initiates Coverage On Bristol-Myers Squibb with Equal-Weight Rating, Announces $69 Price Target",BMY,neutral,0.6009001135826111
106,2020-02-24,Shares of several healthcare and biotech companies are trading lower amid continued spread of coronavirus including notable upticks in Iran and Italy. NOTE: The virus has raised fear of a global economic slowdown.,BMY,negative,0.9721581935882568
107,2020-02-24,Bristol-Myers Squibb Advances CytomX Therapeutics' Anti-CTLA-4 Probody Therapeutic BMS-986249 into Randomized Cohort Expansion of Ongoing Clinical Trial,BMY,positive,0.5930858850479126
108,2020-02-21,Bristol-Myers Squibb Option Alert: Mar 20 $70 Calls Sweep (37) near the Ask: 704 @ $0.31 vs 8146 OI; Ref=$65.53,BMY,neutral,0.7587206363677979
109,2020-02-21,"Bristol-Myers Squibb Reports Japan's Ministry Of Health, Labor And Welfare Approves Opdivo For Treatment of Patients with Unresectable Advanced or Recurrent Esophageal Cancer",BMY,positive,0.9130392074584961
110,2020-02-18,Updated CheckMate -025 Results Show 26% of Patients Treated with Opdivo are Alive at Five Years in Patients with Previously Treated Advanced or Metastatic Renal Cell Carcinoma,BMY,neutral,0.8399649262428284
111,2020-02-13,FDA Accepts For Priority Review Bristol-Myers Squibb's Biologics License Application For Lisocabtagene Maraleucel For Adult Patients With Relapsed Or Refractory Large B-Cell Lymphoma,BMY,positive,0.5945258736610413
112,2020-02-13,"The Daily Biotech Pulse: Deciphera Cancer Drug Gets Priority Review, Fast Track Designation For Soligenix, Revolution Medicines IPO",BMY,neutral,0.4956606328487396
113,2020-02-10,The Week Ahead In Biotech: SMID-Cap Earnings In The Spotlight,BMY,positive,0.5474112033843994
114,2020-02-06,Bristol-Myers Sees FY20 Adj. EPS $6-$6.20; FY21 Adj. EPS $7.15-$7.45,BMY,neutral,0.7507709860801697
115,2020-02-06,Bristol-Myers Q4 Sales $7.9B; Adds $5B To Buyback,BMY,positive,0.8870403170585632
116,2020-02-06,"The Daily Biotech Pulse: Tonix Slumps On Failed Study, Applied Genetic Announces Offering, Beam Therapeutics, PPD Price IPOs",BMY,negative,0.9149293303489685
117,2020-02-06,44 Stocks Moving in Thursday's Pre-Market Session,BMY,neutral,0.8150643706321716
118,2020-02-06,Bristol-Myers Squibb shares are trading higher after the company reported better-than-expected Q4 EPS results.,BMY,positive,0.9548667073249817
119,2020-02-06,Bristol-Myers Squibb Q4 EPS $1.22 Beats $0.94 Estimate,BMY,negative,0.7572177648544312
120,2020-02-06,"Earnings Scheduled For February 6, 2020",BMY,neutral,0.9090632200241089
121,2020-02-06,13 Key NASH Drug Candidates To Watch For In A Potential $30-Billion Market,BMY,neutral,0.8285014033317566
122,2020-02-03,Catalent To Buy Cell Therapy CDMO MasTherCell For $315M,BMY,neutral,0.8440114855766296
123,2020-02-03,"Surprise, Surprise: Stocks Wearing Their Rally Hats Despite China Market Tanking",BMY,neutral,0.543987512588501
124,2020-02-03,"The Week Ahead In Biotech: Merck, Bristol-Myers Earnings, Conference Presentations In Focus",BMY,neutral,0.9349881410598755
125,2020-02-03,Bristol-Myers Squibb Withdraws European Application of Opdivo Plus Yervoy for the First-Line Treatment of Advanced Non-Small Cell Lung Cancer,BMY,negative,0.8807917833328247
126,2020-01-31,"Position Scrimmage: Coronavirus, End-Of-Month Profit Taking Influencing Markets",BMY,negative,0.819176971912384
127,2020-01-29,"February Market Outlook: Coronavirus, D.C. Proceedings, Earnings Season Could Mean Volatility",BMY,negative,0.9622793793678284
128,2020-01-28,Turnaround Tuesday? Stocks Look To Bounce Back As Apple Earnings Loom Later,BMY,positive,0.9219211935997009
129,2020-01-24,"Shares of several companies in the healthcare and pharmaceutical space are trading lower, not currently seeing sector-specific news. NOTE: The global spread of the Wuhan coronavirus has caused equities across to sell off.",BMY,negative,0.9728376865386963
130,2020-01-23,"The Daily Biotech Pulse: Roche Reports Positive SMA Data Readout, Vir Biotech To Work On Virus Treatment",BMY,positive,0.5961169600486755
131,2020-01-22,Stocks That Hit 52-Week Highs On Wednesday,BMY,neutral,0.6686738133430481
132,2020-01-22,"The Daily Biotech Pulse: Johnson & Johnson Earnings, FDA Nod For Horizon Therapeutics, Slew Of Secondary Offerings",BMY,neutral,0.9269879460334778
133,2020-01-21,7 Blockbuster Drugs Expected To Be Launched In 2020,BMY,neutral,0.8368216156959534
134,2020-01-17,9 Takeaways From The JPMorgan Healthcare Conference,BMY,neutral,0.9013292193412781
135,2020-01-17,Stocks That Hit 52-Week Highs On Friday,BMY,neutral,0.7065430879592896
136,2020-01-16,"The Daily Biotech Pulse: Osmotica Soars On Insider Buys, Ultragenyx's Partnered Rare Disease Drug Moves Into Clinics",BMY,positive,0.5883481502532959
137,2020-01-15,FDA Accepts For Priority Review Bristol-Myers Squibb's Application For Opdivo Plus Yervoy In First-Line Non-Small Cell Lung Cancer,BMY,neutral,0.630458652973175
138,2020-01-14,"The Daily Biotech Pulse: PhaseBio To Buy Hypertension Asset, Stemline Falls On Q4 Pre-Announcement, FDA Panel To Review Nektar's Opioid Drug",BMY,negative,0.5724416971206665
139,2020-01-13,"Barron's Picks And Pans: Apple, Bank of America, Lockheed Martin And More",BMY,neutral,0.9461549520492554
140,2020-01-10,Stocks That Hit 52-Week Highs On Friday,BMY,neutral,0.7065430879592896
141,2020-01-10,"A Preview Of JPMorgan's Healthcare Conference: Focus On Value-Creating Themes, 2020 Expectations",BMY,neutral,0.8801698088645935
142,2020-01-10,"The Daily Biotech Pulse: Positive Data Readouts To Spur Aclaris, Moderna And Ultragenyx",BMY,positive,0.9086159467697144
143,2020-01-10,"UPDATE: Nektar, Bristol Amendment Includes ' new joint development plan under which Nektar and Bristol-Myers Squibb will expand the active clinical development program for bempeg plus nivolumab from three ongoing registrational trials'",BMY,positive,0.8513186573982239
144,2020-01-10,"Nektar Therapeutics, Bristol-Myers Amend Strategic Collaboration For Bempegaldesleukin Plus Opdivo",BMY,neutral,0.7776252031326294
145,2020-01-09,Stocks That Hit 52-Week Highs On Thursday,BMY,neutral,0.6795801520347595
146,2020-01-09,Bristol-Myers Squibb Company shares are trading higher after the company reported results for its pivotal Phase 3 Reblozyl MEDALIST trial in the New England Journal of Medicine.,BMY,positive,0.9481551051139832
147,2020-01-09,Bristol-Myers CMO Says Company Confident On Track To Receive US Approvals For Drugs Tied To Celgene CVR,BMY,positive,0.9190706610679626
148,2020-01-09,Bristol-Myers Squibb Highlights Publishing Of Results For Pivotal Phase 3 Reblozyl MEDALIST Trial In New England Journal Of Medicine,BMY,neutral,0.8957849740982056
149,2020-01-07,December's Investor Movement Index Ends 2019 On A HIgh Note,BMY,positive,0.8553621768951416
150,2020-01-07,Investor Movement Index Summary: December 2019,BMY,neutral,0.8915901780128479
151,2020-01-06,"Citigroup Reinstates Buy on Bristol-Myers Squibb, Announces $73 Price Target",BMY,neutral,0.7095291018486023
152,2020-01-03,34 Healthcare Stocks Moving In Friday's Pre-Market Session,BMY,neutral,0.7322036027908325
153,2020-01-02,Drugmakers Kick Off 2020 With Margin-Expanding Price Hikes,BMY,positive,0.8516657948493958
154,2020-01-02,"Bristol-Myers Squibb, Gilead Sciences, Biogen Raised U.S. List Prices on 50+ Drugs on Wednesday an Average of 5%",BMY,positive,0.940136194229126
155,2019-12-30,"Week Ahead In Biotech: PDUFA Date Ahead For Astra Zeneca, Merck's Lynparza, Pending Clinical Readouts In Focus",BMY,neutral,0.9215837121009827
156,2019-12-24,10 Biotech M&A Targets Under The Scanner For 2020,BMY,neutral,0.8315433859825134
157,2019-12-23,A Perspective On Biopharma's Record M&A Run In 2019,BMY,neutral,0.8628883361816406
158,2019-12-20,Bristol-Myers Squibb Reports EC Approved Revlimid In Combo With Rituximab For Treatment of Adult Patients with Previously Treated Follicular Lymphoma,BMY,positive,0.8895609974861145
159,2019-12-19,Bristol-Myers Squibb Reports Submission Of Biologics License Application For CAR T-Cell Therapy Liso-Cel,BMY,neutral,0.6010098457336426
160,2019-12-17,"iRhythm Announces Participation In GUARD-AF Study Focused On Undiagnosed Atrial Fibrillation, Sponsored By Bristol-Myers Squibb-Pfizer Alliance",BMY,positive,0.6512564420700073
161,2019-12-13,Bristol-Myers Squibb Wins Patent Royalty Fight Against Gilead; Co. Awarded $585M In Damages Plus Royalty,BMY,negative,0.6470338702201843
162,2019-12-13,Stocks That Hit 52-Week Highs On Friday,BMY,neutral,0.7065430879592896
163,2019-12-13,"The Daily Biotech Pulse: Second Time's The Charm For Sarepta, Pfizer's Xeljanz Snags Third Approval, NewLink Genetics Rejects Competing Offer",BMY,neutral,0.8072313070297241
164,2019-12-13,"Argus Research Upgrades Bristol-Myers Squibb to Buy, Announces $80 Price Target",BMY,neutral,0.7245760560035706
165,2019-12-12,Stocks That Hit 52-Week Highs On Thursday,BMY,neutral,0.6795801520347595
166,2019-12-12,"The Daily Biotech Pulse: European Nod For Amgen, miRagen Overhauls Clinical Pipeline, Tonix Snags Patent Win",BMY,neutral,0.7083353996276855
167,2019-12-11,Stocks That Hit 52-Week Highs On Wednesday,BMY,neutral,0.6686738133430481
168,2019-12-11,"The Daily Biotech Pulse: Correvio Faces FDA Panel Rejection, Iterum's Antibiotic Trial Narrowly Misses Primary Endpoint",BMY,negative,0.7708098292350769
169,2019-12-10,Stocks That Hit 52-Week Highs On Tuesday,BMY,neutral,0.7068991661071777
170,2019-12-10,"The Daily Biotech Pulse: ASH Meeting Wraps, Fast Track Designation For Equillium, Pfizer To Buy $3M In ContraFect Shares",BMY,neutral,0.6530271768569946
171,2019-12-10,Bristol-Myers Squibb Presents Overall Survival And Safety Data From Pivotal CC-486 Study QUAZAR AML-001,BMY,positive,0.6680171489715576
172,2019-12-10,Bristol-Myers Reports Reblozyl Studies Evaluating Treatment Of Anemia In Rare Blood Diseases Presented At ASH,BMY,neutral,0.82013338804245
173,2019-12-09,5 Stocks Moving On ASH Presentations,BMY,negative,0.4782882630825043
174,2019-12-09,Bristol-Myers Squibb Company shares are trading higher after the company announced the Lisocabtagene Maraleucel (Liso-Cel) met its primary and secondary endpoints in the TRANSCEND NHL 001 study at the ASH 2019.,BMY,positive,0.9532917737960815
175,2019-12-09,"Bristol-Myers Squibb Announces Studies Evaluating liso-cel in Multiple Additional Patient Populations, Site of Care and Disease Areas Presented at ASH 2019",BMY,neutral,0.8370091915130615
176,2019-12-09,Bristol-Myers Squibb Announces Liso-Cel Met Primary and Secondary Endpoints in TRANSCEND NHL 001 Study at ASH 2019,BMY,positive,0.8553636074066162
177,2019-12-09,"The Week Ahead In Biotech: ASH Presentations Pick Up Steam, Correvio Awaits Adcom Ruling",BMY,neutral,0.6856784820556641
178,2019-12-09,"Bristol-Myers, bluebird bio Report Top-Line Results From Phase 2 KarMMa Study Of Ide-cel: Met Primary, Key Secondary Endpoints",BMY,positive,0.6448501348495483
